客户号,probability,label,decision_zone,gray_score,review_reason,fold_std,model_range,missing_ratio,shap_top3_features,shap_top3_values,cf_feature,cf_delta,cf_type,radar_信息完整度,radar_经营活跃度,radar_银企关系,radar_财务稳健性,radar_资质信用,radar_规模体量
49121,0.4939865,0,自动拒绝,0.2105,,0.0441,0.0522,0.5455,结算分|存款我行占比|基础健康分,-0.898|-0.3262|-0.3063,结算分,0.3617,策略调整,70.8,60.8,50.0,53.7,56.1,51.0
49122,0.7884073,1,风险提示,0.4344,高风险抽检,0.0229,0.0592,0.5455,结算分|基础健康分|最新一期年报营收增长率,-0.6942|-0.2044|-0.1886,结算分,0.128,策略调整,72.3,87.4,50.0,52.2,99.9,46.1
49123,0.9692845,1,自动通过,0.0229,,0.0072,0.0009,0.0909,基础健康分|结算分|职工人数,0.4549|0.4392|-0.1628,存款分,-0.0279,策略调整,83.2,56.7,50.0,100.0,67.3,31.1
49124,0.75477462,1,人工复核,0.4734,概率不确定|资料不足,0.0212,0.0388,0.5227,结算分|存款我行占比|基础健康分,-0.7299|0.2331|-0.2298,结算分,0.146,策略调整,70.7,66.8,50.0,50.4,60.8,43.5
49125,0.71749337,0,人工复核,0.4814,概率不确定|资料不足,0.0218,0.0336,0.5455,结算分|存款分|基础健康分,-0.7641|-0.2894|-0.2445,结算分,0.1571,策略调整,75.4,76.9,50.0,52.0,60.6,39.8
49126,0.79397942,1,风险提示,0.376,高风险抽检,0.0203,0.0338,0.5455,结算分|存款分|存款我行占比,-0.6382|-0.2505|0.2075,结算分,0.1205,策略调整,71.2,59.8,50.0,53.5,94.2,93.3
49127,0.98098658,1,自动通过,0.0285,,0.0039,0.0111,0.0227,基础健康分|结算分|小类_te,0.6596|0.3408|-0.2475,存款分,-0.0205,策略调整,90.4,82.6,50.0,95.9,62.6,65.9
49128,0.80859788,1,风险提示,0.3809,高风险抽检,0.029,0.0413,0.1136,结算分|基础健康分|存款分,-0.6637|-0.3413|-0.2577,结算分,0.0898,策略调整,62.8,80.6,50.0,97.5,90.6,51.6
49129,0.95444195,1,自动通过,0.0276,,0.0084,0.0015,0.0682,基础健康分|结算分|存款分,0.5056|0.3542|-0.2619,存款我行占比,0.0137,策略调整,82.5,63.8,50.0,72.1,73.8,81.4
49130,0.83014792,1,自动通过,0.2945,,0.0261,0.0214,0.0455,存款我行占比|结算分|存款分,-0.4992|0.3711|-0.3541,存款我行占比,0.1148,策略调整,78.0,52.7,50.0,62.8,44.6,67.1
49131,0.68410152,0,人工复核,0.5185,概率不确定,0.0305,0.0904,0.2273,最新一期年报营收增长率|missing_pattern_freq|存款分,-0.4337|-0.3603|-0.2837,存款我行占比,-0.0816,策略调整,33.3,50.9,50.0,5.3,63.2,50.6
49132,0.82888622,1,风险提示,0.4271,高风险抽检,0.044,0.0721,0.4091,missing_pattern_freq|最新一期年报营收增长率|基础健康分,-0.3882|-0.3751|0.3513,职工人数,0.0709,核验,28.3,62.3,50.0,31.3,74.8,25.4
49133,0.84577066,1,风险提示,0.3208,高风险抽检,0.029,0.0563,0.0909,最新一期年报营收增长率|missing_pattern_freq|存款分,-0.4066|-0.3837|0.3526,存款分,-0.0571,策略调整,36.8,63.4,50.0,36.0,100.0,59.3
49134,0.76915015,1,风险提示,0.4444,高风险抽检,0.0314,0.0204,0.5455,结算分|存款分|最新一期年报营收增长率,-0.6137|-0.2617|-0.1813,销售归行率,0.1338,策略调整,69.6,63.1,50.0,52.2,79.2,76.6
49135,0.75369459,1,人工复核,0.4821,概率不确定|资料不足,0.0213,0.0428,0.5455,结算分|存款我行占比|基础健康分,-0.856|-0.3824|-0.3032,结算分,0.1539,策略调整,74.1,85.8,50.0,51.4,90.1,78.6
49136,0.57940941,0,自动拒绝,0.3213,,0.0315,0.1122,0.5682,结算分|存款分|基础健康分,-0.7186|-0.2628|-0.252,结算分,0.2484,策略调整,74.8,53.1,50.0,49.5,93.4,38.2
49137,0.8807729,1,自动通过,0.2288,,0.0293,0.0461,0.0909,基础健康分|结算分|存款我行占比,-0.5415|0.3534|0.2198,基础健康分,0.0721,策略调整,60.9,58.9,50.0,65.4,67.3,69.2
49138,0.71664717,0,人工复核,0.6723,概率不确定|模型分歧,0.0488,0.1081,0.1591,结算分|基础健康分|存款我行占比,-0.6254|0.3788|-0.2782,基础健康分,-0.0963,策略调整,45.6,21.6,50.0,100.0,28.7,64.5
49139,0.66891597,0,自动拒绝,0.4373,,0.0304,0.059,0.75,结算分|小类_te|基础健康分,-0.4523|-0.2963|-0.2489,存款我行占比,-0.0813,策略调整,63.4,45.6,50.0,56.7,52.3,66.9
49140,0.89767683,1,自动通过,0.1081,,0.0217,0.0061,0.1364,基础健康分|结算分|missing_pattern_freq,-0.6289|0.2943|-0.2459,近12个月收票金额,-0.0616,核验,46.3,80.1,50.0,87.6,62.7,78.2
49141,0.71937906,0,人工复核,0.5263,概率不确定|资料不足,0.0336,0.0372,0.5682,结算分|基础健康分|存款我行占比,-0.6814|-0.2153|0.2026,结算分,0.1663,策略调整,73.6,43.9,50.0,47.5,61.7,71.2
49142,0.78909875,1,人工复核,0.5262,概率不确定|模型分歧|资料不足,0.0193,0.1286,0.5227,结算分|小类_te|是否总行战略客户,-0.6878|-0.3548|0.338,存款我行占比,-0.1209,策略调整,73.6,53.9,50.0,49.0,100.0,44.4
49143,0.50444765,0,人工复核,0.4629,模型分歧|资料不足,0.0683,0.172,0.7045,结算分|小类_te|基础健康分,-0.4942|-0.276|-0.2388,基础健康分,0.1464,策略调整,55.8,45.2,50.0,55.3,39.1,26.9
49144,0.79583119,1,人工复核,0.5296,概率不确定,0.0494,0.0806,0.1136,基础健康分|存款分|missing_pattern_freq,-0.9273|-0.3531|-0.2538,近12个月收票金额,-0.1664,核验,52.3,71.7,50.0,61.3,69.6,52.5
49145,0.98816271,1,自动通过,0.0122,,0.0025,0.0031,0.0682,基础健康分|结算分|标签_近12个月开票金额,0.432|0.3377|0.234,,0.0,,86.5,100.0,50.0,77.1,68.5,72.9
49146,0.61136011,0,自动拒绝,0.3873,,0.0536,0.0645,0.6136,结算分|小类_te|基础健康分,-0.5973|-0.2487|-0.2399,结算分,0.1311,策略调整,59.5,62.0,50.0,49.3,69.8,19.8
49147,0.94822253,1,自动通过,0.1063,,0.018,0.0349,0.0909,结算分|missing_pattern_freq|存款我行占比,0.3192|-0.2715|0.2156,存款分,-0.0968,策略调整,50.5,57.8,50.0,62.3,81.6,81.0
49148,0.82172688,1,风险提示,0.3948,高风险抽检,0.0276,0.0728,0.4773,结算分|注册时长|基础健康分,-0.7119|0.4093|-0.2624,职工人数,-0.0937,核验,72.8,54.2,50.0,52.3,28.3,100.0
49149,0.98694194,1,自动通过,0.0101,,0.0014,0.0039,0.0682,基础健康分|结算分|小类_te,0.4576|0.3508|0.1945,,0.0,,86.8,98.1,50.0,87.0,68.7,39.5
49150,0.95976638,1,自动通过,0.0287,,0.006,0.0071,0.0455,结算分|基础健康分|小类_te,0.3715|0.1909|0.1779,存款分,-0.062,策略调整,86.9,56.1,50.0,70.4,71.9,63.0
49151,0.38773053,0,自动拒绝,0.1796,,0.0233,0.0731,0.6591,结算分|存款我行占比|基础健康分,-0.7895|-0.4079|-0.3385,,0.0,,53.7,22.0,50.0,55.2,39.6,39.4
49152,0.42715283,0,自动拒绝,0.0946,,0.0213,0.0205,0.6364,结算分|存款我行占比|基础健康分,-0.7444|-0.3977|-0.3878,,0.0,,52.1,49.7,50.0,53.9,37.9,67.2
49153,0.9678464,1,自动通过,0.0198,,0.0049,0.0034,0.0682,结算分|基础健康分|存款我行占比,0.3185|0.1899|0.1194,存款分,-0.0163,策略调整,83.8,62.5,50.0,77.9,69.6,83.9
49154,0.98135158,1,自动通过,0.0222,,0.0045,0.0057,0.0455,结算分|存款我行占比|小类_te,0.238|0.2044|0.1808,基础健康分,0.0074,策略调整,85.3,100.0,50.0,96.7,71.3,64.6
49155,0.96961363,1,自动通过,0.0366,,0.006,0.0124,0.0682,结算分|存款分|存款我行占比,0.3398|0.2622|0.1446,存款分,-0.0155,策略调整,75.6,62.6,50.0,77.5,89.4,71.3
49156,0.92375324,1,自动通过,0.1081,,0.0219,0.0282,0.0455,结算分|存款我行占比|小类_te,0.2823|0.1697|-0.1103,存款我行占比,-0.0435,策略调整,66.5,72.9,50.0,73.5,39.2,69.9
49157,0.96923119,1,自动通过,0.033,,0.0076,0.0068,0.0455,结算分|missing_pattern_freq|基础健康分,0.261|-0.2131|0.1962,存款分,-0.0079,策略调整,55.4,67.4,50.0,100.0,75.2,74.4
49158,0.96441202,1,自动通过,0.0522,,0.0091,0.0166,0.0682,结算分|基础健康分|存款我行占比,0.3551|0.2471|0.1726,存款分,-0.0395,策略调整,84.1,64.0,50.0,72.2,49.2,60.4
49159,0.2982924,0,自动拒绝,0.1081,,0.0219,0.0282,0.6591,结算分|存款我行占比|基础健康分,-0.8156|-0.3692|-0.3415,,0.0,,54.5,18.2,50.0,54.4,37.1,42.1
49160,0.86996901,1,自动通过,0.2463,,0.0232,0.054,0.6364,结算分|小类_te|是否总行战略客户,-0.4203|0.2165|0.2088,基础健康分,0.0333,策略调整,63.5,73.3,50.0,52.1,100.0,34.2
49161,0.9472709,1,自动通过,0.0379,,0.006,0.0132,0.0455,基础健康分|结算分|存款我行占比,-0.4973|0.3565|0.2525,基础健康分,0.0235,策略调整,86.5,94.2,50.0,88.8,53.1,60.5
49162,0.55431648,0,自动拒绝,0.2219,,0.0401,0.0657,0.5227,结算分|存款我行占比|基础健康分,-0.916|-0.3766|-0.3712,结算分,0.283,策略调整,71.6,74.2,50.0,45.6,47.1,38.7
49163,0.67502119,0,人工复核,0.4573,概率不确定,0.0476,0.029,0.4773,结算分|存款分|基础健康分,-0.8025|-0.3082|-0.2501,结算分,0.2081,策略调整,71.1,57.0,50.0,50.2,45.2,39.5
49164,0.90634048,1,自动通过,0.1357,,0.0253,0.0301,0.1364,结算分|收款对手客户数|注册时长,0.3522|-0.2289|-0.1361,存款分,-0.0269,策略调整,73.5,39.1,50.0,82.0,43.0,43.7
49165,0.59375501,0,自动拒绝,0.3462,,0.0488,0.0729,0.5455,结算分|基础健康分|近12个月收票金额,-0.784|-0.2644|-0.2126,结算分,0.2596,策略调整,68.7,34.3,50.0,49.2,73.0,41.9
49166,0.95030089,1,自动通过,0.055,,0.0061,0.0246,0.1136,结算分|存款我行占比|小类_te,0.4561|-0.3541|0.2654,存款我行占比,0.0295,策略调整,85.8,93.1,50.0,81.1,64.9,60.4
49167,0.34657217,0,自动拒绝,0.2679,,0.0325,0.1136,0.5909,结算分|存款我行占比|收款对手客户数,-0.8496|-0.4486|-0.4367,,0.0,,61.2,17.7,50.0,53.5,35.1,58.4
49168,0.78893177,1,风险提示,0.3369,高风险抽检,0.0185,0.0039,0.5455,结算分|存款我行占比|基础健康分,-0.703|0.2439|-0.2391,结算分,0.1078,策略调整,74.5,75.5,50.0,50.6,48.8,53.7
49169,0.97028954,1,自动通过,0.0216,,0.0042,0.006,0.0682,结算分|基础健康分|存款我行占比,0.3195|0.2746|0.2294,存款分,-0.0288,策略调整,70.1,84.2,50.0,84.3,60.4,74.9
49170,0.88560953,1,自动通过,0.1814,,0.0208,0.0387,0.1136,结算分|最新一期年报财务费用除以刚性负债|存款我行占比,0.2874|-0.181|0.1767,存款我行占比,-0.094,策略调整,59.7,54.8,50.0,49.4,48.5,62.6
49171,0.64351134,0,自动拒绝,0.2754,,0.0238,0.002,0.5455,结算分|存款分|基础健康分,-0.7893|-0.2535|-0.2439,结算分,0.2194,策略调整,70.1,40.2,50.0,50.1,54.1,51.4
49172,0.91144956,1,自动通过,0.1148,,0.0235,0.0272,0.1818,missing_pattern_freq|最新一期年报营收增长率|存款分,-0.4133|-0.3803|0.289,标签_近12个月开票金额,-0.0481,核验,25.6,94.1,50.0,25.6,64.0,23.5
49173,0.42710854,0,自动拒绝,0.2009,,0.05,0.034,0.2727,基础健康分|存款我行占比|最新一期年报财务费用除以刚性负债,-0.4438|-0.3675|-0.3558,,0.0,,42.6,46.1,50.0,34.0,46.1,86.6
49174,0.87512497,1,自动通过,0.2008,,0.0255,0.0268,0.2045,结算分|missing_pattern_freq|收款对手客户数,0.2606|-0.2386|-0.2038,存款我行占比,-0.0566,策略调整,46.3,44.2,50.0,54.9,45.3,63.2
49175,0.97575924,1,自动通过,0.0176,,0.0036,0.0045,0.0227,结算分|基础健康分|标签_近12个月开票金额,0.4148|0.3235|0.1819,存款分,-0.0135,策略调整,89.2,84.2,50.0,65.4,43.7,49.1
49176,0.64670838,0,自动拒绝,0.4379,,0.0508,0.0515,0.5227,结算分|基础健康分|存款分,-0.7987|-0.2689|-0.2623,结算分,0.2189,策略调整,67.7,57.5,50.0,50.7,52.4,58.7
49177,0.7854539,1,风险提示,0.4113,高风险抽检,0.0267,0.0319,0.5227,结算分|基础健康分|存款我行占比,-0.6627|-0.2442|0.2126,结算分,0.1261,策略调整,73.1,76.6,50.0,50.5,48.9,80.1
49178,0.93638832,1,自动通过,0.0675,,0.0163,0.0124,0.1364,结算分|基础健康分|存款我行占比,-0.3938|0.2176|0.1837,销售归行率,0.0246,策略调整,56.8,56.1,50.0,71.6,93.9,97.1
49179,0.77929243,1,人工复核,0.4813,概率不确定|资料不足,0.0275,0.0678,0.5682,结算分|存款分|基础健康分,-0.6925|-0.2655|-0.2119,结算分,0.1247,策略调整,76.3,63.2,50.0,49.5,62.3,64.4
49180,0.82429062,1,风险提示,0.4368,高风险抽检,0.037,0.0858,0.5682,结算分|存款分|存款我行占比,-0.6149|-0.2534|0.2216,职工人数,-0.1159,核验,76.4,56.5,50.0,49.8,60.1,100.0
49181,0.40900501,0,自动拒绝,0.2741,,0.0303,0.1221,0.5455,结算分|存款我行占比|存款分,-0.9945|-0.4351|-0.3584,,0.0,,70.5,60.2,50.0,49.1,34.5,49.2
49182,0.78490874,1,风险提示,0.4014,高风险抽检,0.0205,0.0369,0.5227,结算分|存款我行占比|基础健康分,-0.6852|0.3285|-0.2365,结算分,0.1137,策略调整,72.1,79.7,50.0,47.9,49.3,84.3
49183,0.63926868,0,自动拒绝,0.4099,,0.0317,0.082,0.7045,结算分|基础健康分|存款我行占比,-0.6105|-0.3319|-0.2852,基础健康分,0.2403,策略调整,59.9,55.5,50.0,55.3,49.9,50.4
49184,0.86323082,1,自动通过,0.2435,,0.0401,0.0084,0.0455,存款我行占比|结算分|近12个月收票金额,-0.3299|0.3029|-0.2525,存款我行占比,0.0689,策略调整,80.6,56.9,50.0,71.3,62.6,91.9
49185,0.81203978,1,风险提示,0.3428,高风险抽检,0.0221,0.0348,0.5682,结算分|基础健康分|存款我行占比,-0.6971|-0.2858|0.2438,结算分,0.0991,策略调整,71.9,67.9,50.0,50.1,52.3,82.7
49186,0.95709045,1,自动通过,0.0312,,0.01,0.0009,0.0682,结算分|基础健康分|最新一期年报ROE增长率,0.3132|0.2323|-0.1606,存款分,-0.0268,策略调整,83.1,60.2,50.0,81.8,92.5,59.1
49187,0.955094,1,自动通过,0.0253,,0.0067,0.0034,0.0227,结算分|存款我行占比|最新一期年报财务费用除以刚性负债,0.3553|0.2519|-0.2407,基础健康分,0.0177,策略调整,88.8,86.1,50.0,65.3,50.9,61.8
49188,0.96546652,1,自动通过,0.0194,,0.0028,0.0074,0.0909,基础健康分|结算分|存款我行占比,0.4831|0.2573|0.1665,存款分,-0.0107,策略调整,64.8,73.7,50.0,86.5,48.3,74.0
49189,0.75407937,1,人工复核,0.5401,概率不确定|资料不足,0.0317,0.0611,0.5455,结算分|存款我行占比|基础健康分,-0.7771|-0.4396|-0.2839,结算分,0.116,策略调整,70.5,81.9,50.0,51.2,82.1,88.2
49190,0.66655554,0,自动拒绝,0.4251,,0.0255,0.0641,0.5455,结算分|基础健康分|收款对手客户数,-0.7228|-0.2807|-0.1967,结算分,0.1949,策略调整,74.2,46.5,50.0,49.5,59.0,98.3
49191,0.75156163,1,人工复核,0.4664,概率不确定|资料不足,0.0214,0.029,0.5682,结算分|基础健康分|最新一期年报营收增长率,-0.7387|-0.2536|-0.1946,结算分,0.1325,策略调整,71.0,75.5,50.0,49.4,57.2,80.0
49192,0.98070917,1,自动通过,0.0138,,0.0021,0.005,0.0,基础健康分|结算分|小类_te,0.5291|0.3346|0.1342,基础健康分,-0.0039,策略调整,86.1,61.7,50.0,100.0,58.0,73.8
49193,0.5416811,0,自动拒绝,0.156,,0.0245,0.055,0.6591,结算分|基础健康分|存款我行占比,-0.8213|-0.3925|-0.3864,结算分,0.3257,策略调整,69.6,54.2,50.0,52.6,47.3,40.2
49194,0.53661277,0,自动拒绝,0.1183,,0.0289,0.021,0.7273,结算分|基础健康分|小类_te,-0.6191|-0.3035|-0.2815,基础健康分,0.2144,策略调整,53.4,45.4,50.0,55.4,41.3,55.9
49195,0.35600174,0,自动拒绝,0.2217,,0.0442,0.0595,0.2955,结算分|基础健康分|存款我行占比,-0.5817|-0.5119|-0.3943,,0.0,,49.0,46.3,50.0,41.1,41.5,41.3
49196,0.9827466,1,自动通过,0.012,,0.0027,0.0026,0.0227,是否总行战略客户|结算分|基础健康分,0.3837|0.3629|0.3038,标签_近12个月开票金额,-0.0154,核验,88.4,93.4,50.0,81.5,100.0,66.3
49197,0.98137128,1,自动通过,0.013,,0.0025,0.0036,0.0682,基础健康分|结算分|存款我行占比,0.4857|0.2378|0.2233,存款分,-0.0142,策略调整,84.6,83.3,50.0,71.1,60.5,72.2
49198,0.96085515,1,自动通过,0.0252,,0.0054,0.0059,0.0227,结算分|存款我行占比|纳税总额排名_按市_值,0.3563|0.1906|0.1641,存款分,-0.0469,策略调整,87.8,56.8,50.0,80.4,95.8,76.7
49199,0.87474741,1,自动通过,0.2189,,0.0249,0.0394,0.1591,结算分|基础健康分|存款分,-0.3801|-0.3644|-0.2811,结算分,0.0596,策略调整,62.2,78.1,50.0,93.1,93.6,61.0
49200,0.92637359,1,自动通过,0.0436,,0.0102,0.0086,0.0227,基础健康分|存款分|结算分,0.323|-0.3142|0.3017,存款我行占比,0.0245,策略调整,92.8,68.1,50.0,32.1,74.1,50.2
49201,0.92802936,1,自动通过,0.0796,,0.0155,0.0221,0.0909,结算分|存款分|存款我行占比,0.3981|0.2717|0.1888,近12个月收票金额,0.0391,核验,55.5,74.4,50.0,73.6,66.0,25.9
49202,0.42247943,0,自动拒绝,0.2068,,0.0364,0.0651,0.5,结算分|存款我行占比|基础健康分,-1.0001|-0.3877|-0.3632,,0.0,,72.0,36.5,50.0,50.3,42.0,81.4
49203,0.75338998,1,人工复核,0.6261,概率不确定|模型分歧,0.032,0.117,0.2045,基础健康分|最新一期年报资产合计|结算分,-0.552|0.4519|-0.4495,最新一期年报资产合计,-0.2273,核验,61.5,46.4,50.0,92.1,36.3,100.0
49204,0.97762968,1,自动通过,0.0279,,0.0052,0.0081,0.0,基础健康分|结算分|是否总行战略客户,0.462|0.3745|0.3087,标签_近12个月开票金额,-0.0286,核验,84.7,94.7,50.0,51.6,97.9,74.6
49205,0.9115157,1,自动通过,0.1082,,0.0198,0.0304,0.0909,基础健康分|结算分|小类_te,-0.6177|0.3319|0.2646,基础健康分,0.0515,策略调整,67.4,78.0,50.0,63.4,59.8,55.6
49206,0.74171927,1,风险提示,0.4463,高风险抽检,0.0154,0.0129,0.5455,结算分|存款分|基础健康分,-0.7475|-0.2417|-0.2239,结算分,0.1376,策略调整,71.7,75.4,50.0,48.8,89.7,63.0
49207,0.52676272,0,自动拒绝,0.3637,,0.0541,0.1342,0.6136,结算分|注册时长|基础健康分,-0.7236|0.4708|-0.3099,结算分,0.1917,策略调整,53.5,44.7,50.0,55.4,27.9,51.0
49208,0.78760737,1,人工复核,0.5175,概率不确定|模型分歧,0.026,0.1073,0.0682,基础健康分|收款对手客户数|结算分,-0.6231|-0.4995|-0.4312,职工人数,-0.1674,核验,79.4,27.5,50.0,100.0,57.1,67.1
49209,0.88217919,1,自动通过,0.1832,,0.0189,0.0387,0.0455,结算分|存款分|小类_te,0.2835|-0.2616|-0.1205,基础健康分,0.0434,策略调整,80.0,59.8,50.0,75.0,54.4,55.3
49210,0.8483056,1,自动通过,0.2339,,0.0187,0.0226,0.1591,基础健康分|missing_pattern_freq|结算分,0.3628|-0.336|0.303,标签_近12个月开票金额,-0.0477,核验,30.7,57.0,50.0,58.4,51.2,28.3
49211,0.94616984,1,自动通过,0.0526,,0.0113,0.0124,0.1136,结算分|missing_pattern_freq|基础健康分,0.3278|-0.2024|0.1956,最新一期年报经营活动产生的现金流量净额,0.0111,策略调整,57.6,46.6,50.0,88.4,80.0,62.5
49212,0.71416951,0,人工复核,0.4834,概率不确定,0.0285,0.0264,0.0682,基础健康分|结算分|存款分,-0.7316|0.2843|-0.2627,基础健康分,0.1506,策略调整,81.5,49.9,50.0,60.6,37.5,55.8
49213,0.94768559,1,自动通过,0.0614,,0.0099,0.021,0.0455,结算分|基础健康分|存款我行占比,0.2323|-0.1293|0.1032,基础健康分,0.0342,策略调整,84.1,72.6,50.0,73.0,75.3,52.3
49214,0.87388678,1,自动通过,0.1638,,0.0224,0.0065,0.0455,是否总行战略客户|存款我行占比|结算分,0.3933|-0.3175|0.3153,存款我行占比,0.0533,策略调整,86.2,55.3,50.0,38.0,100.0,51.2
49215,0.51819249,0,自动拒绝,0.1911,,0.0347,0.058,0.5227,结算分|基础健康分|存款我行占比,-0.8831|-0.3191|-0.2715,结算分,0.3178,策略调整,71.4,76.6,50.0,51.1,33.5,48.0
49216,0.92533488,1,自动通过,0.0637,,0.0103,0.022,0.0909,结算分|基础健康分|最新一期年报资产负债率,-0.4207|0.1756|0.102,结算分,0.0353,策略调整,71.4,77.4,50.0,100.0,54.4,65.0
49217,0.78222358,1,风险提示,0.4488,高风险抽检,0.048,0.0094,0.0682,基础健康分|结算分|存款分,-0.5166|-0.4967|-0.1956,销售归行率,-0.0967,策略调整,79.5,63.1,50.0,64.9,89.2,65.6
49218,0.97124569,1,自动通过,0.0311,,0.0054,0.01,0.0909,基础健康分|结算分|存款分,0.4513|0.3592|0.1719,存款分,-0.023,策略调整,78.4,63.4,50.0,75.3,55.7,61.1
49219,0.74880968,1,人工复核,0.5248,概率不确定|资料不足,0.029,0.0487,0.5455,结算分|存款我行占比|基础健康分,-0.7822|-0.3094|-0.2621,结算分,0.1486,策略调整,74.7,79.5,50.0,51.2,80.8,75.0
49220,0.87252602,1,自动通过,0.2779,,0.0371,0.0511,0.2045,missing_pattern_freq|基础健康分|收款对手客户数,-0.3264|0.3081|-0.2759,职工人数,0.0332,核验,31.9,33.7,50.0,84.8,100.0,24.6
49221,0.88473574,1,自动通过,0.2157,,0.0224,0.0572,0.1136,基础健康分|missing_pattern_freq|最新一期年报营收增长率,-0.5242|-0.3764|-0.3621,基础健康分,0.0575,策略调整,35.7,100.0,50.0,35.2,57.4,54.3
49222,0.87185688,1,自动通过,0.1776,,0.021,0.0155,0.5227,结算分|存款我行占比|基础健康分,-0.6583|0.295|-0.2474,结算分,0.0611,策略调整,76.6,59.6,50.0,51.6,84.8,100.0
49223,0.85681232,1,自动通过,0.2902,,0.0437,0.0229,0.1591,基础健康分|小类_te|missing_pattern_freq,-0.4574|-0.3251|-0.287,存款分,-0.0892,策略调整,38.6,56.4,50.0,94.3,99.8,77.4
49224,0.93603156,1,自动通过,0.0662,,0.0132,0.0177,0.0909,结算分|missing_pattern_freq|基础健康分,0.3253|-0.2942|0.2847,存款分,-0.031,策略调整,46.2,59.0,50.0,63.7,57.6,54.5
49225,0.83317079,1,风险提示,0.3432,高风险抽检,0.0281,0.0543,0.1818,基础健康分|结算分|missing_pattern_freq,0.6432|-0.5471|-0.2042,基础健康分,-0.0754,策略调整,47.3,50.5,50.0,100.0,44.1,27.3
49226,0.93606639,1,自动通过,0.0639,,0.0117,0.0192,0.0227,小类_te|结算分|存款我行占比,-0.3163|0.3135|0.1488,基础健康分,0.0179,策略调整,88.8,52.9,50.0,92.1,78.2,57.4
